fid,name,mv16,district,address,contact_name,contact_designation,membership,thana
3686,J. S Knitting & Garments Ltd.,Konabari Police Station,Gazipur,"103/104, Road No 2, BSCIC Industrial Estate Road, Konabari, Gazipur Sadar, Gazipur-1346",Afzal Hossain,Director,Member,Konabari
3687,Brooks (BD) Garments Co. Ltd.,Gacha Police Station,Gazipur,"(1st Floor), Mosharof Hosen Choudhury Road, Kunia, Borobari, Gazipur Sadar, Gazipur-1704",Khan Erfan Uddin,Senior General Manager,Member,Gacha
3688,Virtual Knit & Leisurewear Ltd.,Joydebpur Police Station,Gazipur,"Plot Sa-7/8, Rs-11/12/13 (3rd Floor), Tongi Kaliganj Road, Karamtola, Pubail, Gazipur-1721",Abdullah Al Masud,General Manager,Member,Joydebpur
3689,Home Textiles Ltd.,Kaliakair Police Station,Gazipur,"Plot A-94 (1st Floor), East Chandra, Kaliakair, Gazipur-1751",T.M Badruddoza,Assistant General Manager (Admin),Member,Kaliakair
3690,Noman Terry Towel Mills Ltd.,Joydebpur Police Station,Gazipur,"(2nd Floor), Bangla Bazar Road, Bhawal Mirzapur, Gazipur-1703",Zahidul Islam,Assistant General Manager (HAC),Member,Joydebpur
3691,Zalo Knitting Ltd.,Kaliakair Police Station,Gazipur,"Tea Garden Road, Mouchak, Kaliakair, Gazipur-1750",Kamal Saha,General Manager,Member,Kaliakair
3692,Gardenia Wears Ltd.,Sreepur Police Station,Gazipur,"Plot 310/668, Barmi Road, Sitpara, Sreepur, Gazipur-1743",Mir Shakil Ahsan,Director (Marketing & Production),Member,Sreepur
3694,Orient Allure Lingerie Ltd.,Konabari Police Station,Gazipur,"(3rd Floor), Abul Hasan Road, Dewalia Bari, Konabari, Gazipur Sadar, Gazipur-1346",A.B.M. Sadkatul Bari,Assistant General Manager,Member,Konabari
3695,Valmont Sweaters Ltd.,Gacha Police Station,Gazipur,"Eiad Ali Complex (Ground Floor), Plot 505, Bot Tola Road, North Khailkur, Gazipur Sadar, Gazipur-1704",Md. Manun-Ar-Rashid,"Assistant General Manager (Admin, HR & Compliance)",Member,Gacha
3696,Total Tex Knit Ltd.,Konabari Police Station,Gazipur,"Plot 1035 (Ground Floor), Dewalia Bari Road, Baganbari, Dighir Par, Konabari, Gazipur Sadar, Gazipur-1346",Md. Emdadul Haque,Director,Member,Konabari
3697,ABA Fashions Ltd.,Gacha Police Station,Gazipur,"Plot 521/1 (Ground Floor), Gacha Road, Board Bazar, Gazipur City Corporation, Gazipur Sadar, Gazipur-1704",Aftab Uddin Ahmed,General Manager,Member,Gacha
3698,Titas Sweater Inds. Ltd.,Konabari Police Station,Gazipur,"Plot 74 (3rd Floor), Kashimpur Road, Konabari, Gazipur Sadar, Gazipur-1346",Md. Mamunur Rashid (Swapon),General Manager,Member,Konabari
3699,Design Express Ltd.,Gacha Police Station,Gazipur,"Vogra Chandana, National University, Gazipur City Corporation, Gazipur",Md. Billal Hossain,"Senior Manager (Admin, HR & Compliance)",Member,Gacha
3700,Design Express Ltd.,Gacha Police Station,Gazipur,"Vogra Chandana, National University, Gazipur City Corporation, Gazipur",Md. Billal Hossain,"Senior Manager (Admin, HR & Compliance)",Member,Gacha
3704,Southern Knitwear Ltd.,Kaliakair Police Station,Gazipur,"(1st Floor), Jalshuka Road, Hijalhati, Baraipara, Atabaha, Kaliakair, Gazipur-1750",Md. Nurul Islam,General Manager (Admin & Accounts),Member,Kaliakair
3705,Meghna Denims Ltd.,Sreepur Police Station,Gazipur,"Plot 7, Anser Road, Kewa, Sreepur, Gazipur-1740",QHM Shamsuzzaman,"Head (Admin, HR & Compliance)",Member,Sreepur
3706,Islam Garments Ltd. (Textile Unit),Konabari Police Station,Gazipur,"Plot 119/4, Block F, Jarun Road, Jarun, Konabari, Gazipur Sadar, Gazipur-1346",Saif Ahmed Rumi,Chief Executive Officer,Member,Konabari
3707,Zee Fashion Ltd.,Tongi West Police Station,Gazipur,"Plot 11, Boro Dewra Road, Boro Dewra, South Para, Tongi, Gazipur-1710",Engr. Md. Zahurul Islam Zahir,Managing Director,Member,Tongi West
3709,Direct Sports & Leisurewear (BD) Ltd.,Joydebpur Police Station,Gazipur,"(4th - 5th Floor), Tongi Kaliganj Road, Karamtola, Pubail, Gazipur Sadar, Gazipur-1721",Abdullah Al Masud,General Manager,Member,Joydebpur
3710,Pacific Fibre Corporation Ltd.,Konabari Police Station,Gazipur,"Plot 37/38/39 (1st Floor), Road No 1, Block B, BSCIC Industrial Estate, Konabari, Gazipur-1701",A.K.M. Abu Raihan,Managing Director,Member,Konabari
3712,Haseen Apparels Ltd.,Sreepur Police Station,Gazipur,"(1st Floor), Dhaka-Mymensingh Highway, Mulaid, Mawna, Sreepur, Gazipur-1740",Afak Ahamed,Deputy General Manager (Admin HR & Compliance),Member,Sreepur
3714,Panwin Designs Ltd.,Joydebpur Police Station,Gazipur,"Plot 576, High School Road, Bagher Bazar, Baniarchala, Sreepur, Gazipur-1740",Md. Anwar Salim,Director,Member,Joydebpur
3715,Pearl Prince Apparels Ltd.,Tongi West Police Station,Gazipur,"Plot 14, Block A, Squibb Road, Auchpara, Tongi, Gazipur-1711",Mohammad Taslim Akhter,Chairman,Member,Tongi West
3716,Islam Knit Designs Ltd.,Konabari Police Station,Gazipur,"Holding 119 (3rd Floor), Block F, Jarun Road, Jarun, Konabari, Gazipur Sadar, Gazipur-1346",Tasin Ahmed Sinha,Chief Executive Officer,Member,Konabari
3717,Quattro Fashion Ltd.,Joydebpur Police Station,Gazipur,"Kainjanul, Banglabazar Road, Gazipur Sadar, Gazipur-1703",Shimul Hasan Rabi,General Manager,Member,Joydebpur
3719,Apex Fashion Wear Ltd.,Kaliakair Police Station,Gazipur,"Kalampur Road, Kalampur, Kaliakair, Gazipur-1751",Md. Harun Or Rashid,Assistant General Manager (Compliance),Member,Kaliakair
3721,Appear Composite Fashion Ltd.,Gacha Police Station,Gazipur,"Plot 69/1 (1st Floor), Konapara Road, Vogra, Bashan, Gazipur Sadar, Gazipur-1704",Md. Masud Rana,Director,Member,Gacha
3722,Intramex Sweater Ltd.,Joydebpur Police Station,Gazipur,"(1st Floor), Joydebpur Road, Laxmipura, Chandna, Gazipur Sadar, Gazipur-1704",Md. Parvez,Assistant Manager (Merchandising),Member,Joydebpur
3723,Euro Jeans Ltd.,Joydebpur Police Station,Gazipur,"Dhaka-Mymensingh Highway, Chowdhury Bari, Vogra, Bashan, Gazipur Sadar, Gazipur-1704",Saif Ahmed Rumi,Chief Executive Officer,Member,Joydebpur
3724,DSL Sweater Ltd.,Kaliakair Police Station,Gazipur,"(Ground Floor), Tea Garden Road, East Mouchak, Kaliakair, Gazipur-1751",Shakil Ahmed,Admin Manager,Member,Kaliakair
3727,Pan Pacific Sweaters Ltd.,Joydebpur Police Station,Gazipur,"Pretty Square, Dhaka -Mymensingh Highway, South Salna, Gazipur Sadar, Gazipur-1206",A.H.M. Abdullahil Khalid,Assistant Manager (Compliance),Member,Joydebpur
3728,Islam Garments Ltd. (Unit-2),Konabari Police Station,Gazipur,"Plot 119/4, Block F, Jarun Road, Jarun, Konabari, Gazipur Sadar, Gazipur-1700",Saif Ahmed Rumi,Chief Executive Officer,Member,Konabari
3729,Trouser Land Ltd.,Tongi East Police Station,Gazipur,"Plot 40/1, Hazrat Shahjalal Road, Rajnagar, Sataish, Tongi, Gazipur-1712",Md. Sajib Howlader,"Manager (HR, Admin & Compliance)",Member,Tongi East
3731,Ayesha Enterprises Garments Ltd.,Gacha Police Station,Gazipur,"(1st Floor), Mosharof Hosen Choudhury Road, Kunia, Boro Bari, Gazipur Sadar, Gazipur-1704",Khan Erfan Uddin,Senior General Manager,Member,Gacha
3732,Mahmud Jeans Ltd.,Kaliakair Police Station,Gazipur,"Dhaka-Tangail Highway, Hartokitola, Chandra, Kaliakair, Gazipur-1750",Ali Akbar Khan,Group Consultant,Member,Kaliakair
3733,Matrix Sweaters Ltd.,Gacha Police Station,Gazipur,"Dhaka-Mymensingh Highway, Hajirpukur, Choydana, Gazipur-1704",Dorara Raw Chowdhury,Head (Marketing),Member,Gacha
5001,GreenLand Garments Ltd.,Gazipur Shadar,Gazipur,,KM Khaledun Nabi,,Member,Gazipur Shadar
3619,Anmona Fashions Ltd.,Fatullah Police Station,Narayanganj,"(2nd Floor), Bholail Main Road, Bholail, Enayetnagar, Fatullah, Narayanganj-1400",Md. Roman Mondol,General Manager,Member,Fatullah
3621,Optimum Fashions Wear Ltd.,Fatullah Police Station,Narayanganj,"(3rd Floor), Bholail Main Road, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1421",Md. Zakir Hossain,Director,Member,Fatullah
3623,Razia Knit Garments Ltd.,Fatullah Police Station,Narayanganj,"(5th Floor), Bholail Main Road, Bholail, Enayetnagar, Fatullah, Narayanganj-1400",Md. Roman Mondol,General Manager,Member,Fatullah
3736,Rahi Knit Composite Ltd.,Sonargaon Police Station,Narayanganj,"Plot B-75 (1st Floor), Road No 2, Block B, BSCIC Industrial Estate, Kanchpur, Sonargaon, Narayanganj-1441",Mosharrof Hossain Mushu,Managing Director,Member,Sonargaon
3737,Anowara Knitting Ltd.,Narayanganj Sadar Police Station,Narayanganj,"Plot 31 (5th Floor), Isa Khan Road, Killar Pool, Khanpur, Narayanganj-1400",Alim Chowdhury,General Manager,Member,Narayanganj Sadar
3738,Mercury Knitwear (Pvt.) Ltd.,Sonargaon Police Station,Narayanganj,"Plot A-14 (4th Floor), Road No 2, Block A, BSCIC Industrial Area, Kanchpur, Sonargaon, Narayanganj-1441",Nazmul Hasan Aupu,Director,Member,Sonargaon
3739,Anowara Cotton Ltd.,Narayanganj Sadar Police Station,Narayanganj,"Plot 31 (5th Floor), Isa Khan Road, Killar Pool, Narayanganj-1400",Alim Chowdhury,General Manager,Member,Narayanganj Sadar
3740,Modele De Capital Industries Ltd.,Fatullah Police Station,Narayanganj,"Hossain Sardar Road, Kha Pur, Fatullah, Narayanganj-1420",Arup Kumar Saha,"Assistant General Manager (Admin, HR & Compliance)",Member,Fatullah
3741,H. K Apparels Ltd.,Siddhirgonj Police Station,Narayanganj,"(2nd Floor), Demra-Narayanganj Road, Chowdhury Bari, Godnail, Shiddhirganj, Narayanganj-1432",Md. Tusar Uddin Mollah,Deputy General Manager,Member,Siddhirgonj
3743,F. M. Apparels,Fatullah Police Station,Narayanganj,"Amana Complex (3rd Floor), Dhaka-Narayanganj Highway, Masdair Koborsthan, Gabtoli, Fatullah, Narayanganj-1400",Md. Rakibur Rahman Tuhin,"Senior Manager (Admin, HR & Compliance)",Member,Fatullah
3744,Warn Knit Fashion,Fatullah Police Station,Narayanganj,"(4th Floor), Hossain Sardar Road, Chanmari, Fatullah, Narayanganj-1420",Md. Waliuzzaman Mollah,Proprietor,Member,Fatullah
3746,Bea-Con Knitwear Ltd.,Fatullah Police Station,Narayanganj,"Stadium Link Road, Ramarbag, Kutubpur, Fatullah, Narayanganj-1420",Gaur Nitai Datta,"Assistant General Manager (Admin, HR & Compliance)",Member,Fatullah
3747,R. T. Fashion,Fatullah Police Station,Narayanganj,"Amana Complex (1st Floor), Dhaka-Narayanganj Highway, Masdair Koborsthan, Gabtoli, Fatullah, Narayanganj-1400",Nabil Ahmed Sakib,Managing Director,Member,Fatullah
3748,Mother Sweater Ltd.,Fatullah Police Station,Narayanganj,"House 10, Road No 1, Block A, Lamapara Road, East Lamapara, Kutubpur, Narayanganj-1420",Abul Hasem,Manager,Member,Fatullah
3752,SMS Apparels Ltd.,Fatullah Police Station,Narayanganj,"Bismillah Market (2nd Floor), Plot 212, Dhaka-Narayanganj Highway, Afaznagar, Fatullah, Narayanganj-1421",Md. Abdus Salam,Chairman,Member,Fatullah
3753,Sheema Knit Wear & Dyeing (Pvt.) Ltd.,Siddhirgonj Police Station,Narayanganj,"Sheema Dyeing, Jalkuri Road, Purba Para, Jalkuri, Siddhirganj, Narayanganj-1430",Md. Saiful Islam,Manager,Member,Siddhirgonj
3755,Allure Sweaters Ltd.,Fatullah Police Station,Narayanganj,"Kayempur Link Road, West Kayempur, Bot Tola, Fatullah, Narayanganj-1420",Md. Alauddin Mithu,Managing Director,Member,Fatullah
3761,Sinha Designers Ltd.,Sonargaon Police Station,Narayanganj,"Dhaka-Sylhet Highway, Kanchpur, Siddhirganj, Narayanganj-1430",Cdr. Baniz Ali (Retd.),Head (Compliance),Member,Sonargaon
3762,Care Knit Attires,Narayanganj Sadar Police Station,Narayanganj,"River View Complex, Plot 55/1, S M Maleh Road, Tanbazar, Narayanganj-1400",Md. Nasim Hossain,Managing Partner,Member,Narayanganj Sadar
3763,KRC Composite Textile Industry Ltd.,Fatullah Police Station,Narayanganj,"Shahid Abdul Halim Road, Bholail, Kashipur, Fatullah, Narayanganj-1420",Md. Ansarul Islam,Manager,Member,Fatullah
3766,Bogra Fashion Wear,Bandar Police Station,Narayanganj,"North Lakshmankhola, Madanpur, Bandar, Narayanganj-1411",Md. Sahed Islam Kiron,Executive Director,Member,Bandar
3768,Fame Apparels Ltd.,Fatullah Police Station,Narayanganj,"Plot B-188/189, 210/211, Road No 1, Block B, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Masud Alam,Owner,Member,Fatullah
3769,Fatullah Fashion Ltd.,Fatullah Police Station,Narayanganj,"Post Office Road, Dapa Idrakpur, Fatullah, Narayanganj-1420",Azizun Nabi Shiplu,Managing Director,Member,Fatullah
3770,T-Shirt Fashion Ltd.,Fatullah Police Station,Narayanganj,"Plot B-313/316 (Ground Floor), BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Humayun Kabir,Chairman,Member,Fatullah
3772,N.K.K. Knitwear Ltd.,Fatullah Police Station,Narayanganj,"Post Office Road, Kutubail, Fatullah, Narayanganj-1420",Md. Afeef Rahman Supam,Project Head (Operation),Member,Fatullah
3773,ABF Knitwear Ltd.,Fatullah Police Station,Narayanganj,"Alauddin Super Market (4th Floor), Dalda Road, Harihar Para, Ponchoboti, Enayetnagar, Fatullah, Narayanganj-1420",Aktarul Kabir Sazal,Managing Director,Member,Fatullah
3775,Patricia Apparels Ltd.,Fatullah Police Station,Narayanganj,"Plot A-9, Road No 2, Block A, BSCIC Industrial Estate, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1420",Md. Al-Amin Roni,Managing Director,Member,Fatullah
3776,Razia Apparels Ltd.,Fatullah Police Station,Narayanganj,"Plot B-50/51 (Ground Floor), Road No 1, Block B, BSCIC Industrial Area, Enayetnagar, Fatullah, Narayanganj-1420",Md. Golam Mostafa,Managing Director,Member,Fatullah
3777,DAMS Knit Ltd.,Fatullah Police Station,Narayanganj,"(4th Floor), Fazelpur Road, Harihar Para, Fazelpur, Enayetnagar, Fatullah, Narayanganj-1421",Md. Shahin Shah,Managing Director,Member,Fatullah
3778,Azad Knit Composite Textile Mills (Pvt.) Ltd.,Fatullah Police Station,Narayanganj,"Kather Pool, Kutubail, Fatullah, Narayanganj-1420",Md. Tajul Islam Rajib,Managing Director,Member,Fatullah
3779,Majumder Knitwear,Fatullah Police Station,Narayanganj,"Plot 415 (2nd Floor), Narayanganj-Munshiganj Highway, Harihar Para, Ponchoboti, Enayetnagar, Fatullah, Narayanganj-1421",Md. Abdul Kadir,Factory Manager,Member,Fatullah
3781,United Colors Ltd.,Fatullah Police Station,Narayanganj,"Aliganj Mosque Road, Aliganj, Kutubpur, Fatullah, Narayanganj-1420",Imran Hossain Mithu,Managing Director,Member,Fatullah
3782,Al-Mamun Fashion & Design Ltd.,Fatullah Police Station,Narayanganj,"Plot B-66/67 (2nd Floor), Road No 1, Block B, Central Mosjid Alley, BSCIC Industrial Estate, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1420",Akramul Islam Sajib,Director,Member,Fatullah
3784,Sariha Knit Wears Ltd.,Fatullah Police Station,Narayanganj,"Plot B-487/488 (3rd Floor), Road No 2, Block B, BSCIC Industrial Estate, Shashangaon, Fatullah, Narayanganj-1420",Md. Mizanur Rahman,General Manager,Member,Fatullah
3788,New Madina Fashion Ltd.,Fatullah Police Station,Narayanganj,"Plot B-479/496 (2nd Floor), Block B, BSCIC Industrial Estate, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1420",Md. Khorshed Alam,Commercial Manager,Member,Fatullah
3790,Shristy Fashion Ltd.,Fatullah Police Station,Narayanganj,"Gafur Super Complex (4th Floor), Dalda Road, Harihar Para, Enayetnagar, Fatullah, Narayanganj-1421",Muhammad Ruhul Amin,Managing director,Member,Fatullah
3791,N. R. S. Knitwear Ltd.,Fatullah Police Station,Narayanganj,"Plot 218/221/225/226, Road No 1, Block B, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",M. Shariful Islam,Managing Director,Member,Fatullah
3792,Young 4 Ever Textiles Ltd.,Fatullah Police Station,Narayanganj,"Plot B-89/90 (Ground Floor), Road No 1, Block B, BSCIC Industrial Estate, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1420",Mr. Khayrul Alam,Director,Member,Fatullah
3794,Islam Fabrics Ltd.,Narayanganj Sadar Police Station,Narayanganj,"River View Complex (8th Floor), Plot 55/1, S M Maleh Road, Tanbazar, Narayanganj-1400",Md. Obaidur Rahman (Novel),General Manager,Member,Narayanganj Sadar
3795,Quetex Apparels Industries,Fatullah Police Station,Narayanganj,"Plot A-58 (1st Floor), Road No 2, Block A, BSCIC Industrial Estate, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1420",Shamsul Alam,Managing Director,Member,Fatullah
3797,Hamid Sweater Ltd.,Fatullah Police Station,Narayanganj,"Dhaka-Narayanganj Highway, Dapa Idrakpur, Fatullah, Narayanganj-1421",Abu Bakar Siddique,Managing Director,Member,Fatullah
3799,K. R. Knit Wear Ltd.,Fatullah Police Station,Narayanganj,"Plot B-435 (1st Floor), Road No 2, Block B, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Md. Ahsanul Amin,Managing Director,Member,Fatullah
3800,Sarder Knit International Ltd.,Fatullah Police Station,Narayanganj,"Green Tower (5th Floor), Plot B-448-450, Block B, BSCIC Industrial Estate, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1420",Md. Anowar Hossain,Managing Director,Member,Fatullah
3801,Precise Fashionwear Ltd.,Fatullah Police Station,Narayanganj,"Plot A-2 (2nd Floor), Road No 1, Block A, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Abdul Baten (Manik),Managing Director,Member,Fatullah
3807,Exotic Knit Apparels Ltd.,Fatullah Police Station,Narayanganj,"Dag No 254 (2nd Floor), Delpara-Jalkuri Road, West Delpara, Kutubpur, Fatullah, Narayanganj-1420",Md. Monirul Islam,Executive Director,Member,Fatullah
3808,Pritam Knitwear (Pvt.) Ltd.,Siddhirgonj Police Station,Narayanganj,"Plot 168, BJMC Road, Godnail, Siddhirganj, Narayanganj-1400",Md. Humayun Kabir,General Manager,Member,Siddhirgonj
3809,Asrotex,Fatullah Police Station,Narayanganj,"(2nd Floor), Chatlar Math Road, Chatlar Math, Dharmaganj, Enayetnagar, Fatullah, Narayanganj-1421",Md. Arif Hossain,"General Manager (Admin, HR & Compliance)",Member,Fatullah
3811,Kazi Composite Ltd.,Fatullah Police Station,Narayanganj,"Plot B-466/511/512/513 (6th Floor), Road No 2, Block B, BSCIC Industrial Estate, Fatullah, Narayanganj-1420",Zunayed Salehin Rony,Deputy General Manager,Member,Fatullah
3816,Styllent Fashion Ltd.,Fatullah Police Station,Narayanganj,"Plot 167 (2nd Floor), Narayanganj-Munshiganj Highway, Shashangaon, Fatullah, Narayanganj-1400",Md. Sujan Ahmed,Merchandiser,Member,Fatullah
3818,Maliha Knit Fashion Ltd.,Fatullah Police Station,Narayanganj,"(4th Floor), Post Office Road, Kutubail, Fatullah, Narayanganj-1420",Mizanur Rahman,Director,Member,Fatullah
3819,Emu Fashion Ltd.,Fatullah Police Station,Narayanganj,"Plot A-90, Road No 2, Block A, BSCIC Industrial Estate, Fatullah, Narayanganj-1420",Feroz Alam,Chairman,Member,Fatullah
3820,R. S. Knitwears (Pvt.) Ltd.,Fatullah Police Station,Narayanganj,"Plot A-1 (1st Floor), Road No 2, BSCIC Industrial Estate, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1420",Md. Morshed Sarwar (Sohel),Managing Director,Member,Fatullah
3821,Rahman Knit Garments Ltd. (Unit-2),Fatullah Police Station,Narayanganj,"(2nd Floor), Police Line Road, Harihar Para, Ponchoboti, Fatullah, West of Police Line, Narayanganj-1400",Md. Mukaddasur Rahman,Executive director,Member,Fatullah
3822,Boras Knitwear Ltd.,Fatullah Police Station,Narayanganj,"Plot A-64 (2nd Floor), Road No 2, Block A, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Anisur Rahman Badol,Director,Member,Fatullah
3823,New Labour Hosiery & Garments,Fatullah Police Station,Narayanganj,"Plot 4 (3rd Floor), Road No 1, Narayanganj-Munshiganj Highway, Ponchoboti, Shashangaon, Enayetnagar, Narayanganj-1400",Md. Nahid-Uz-Zaman,Proprietor,Member,Fatullah
3824,Oyritex Ltd.,Narayanganj Sadar Police Station,Narayanganj,"Yakub Ali Mansion (2nd Floor), Plot 31, Bangabandhu Road, Mandal Para, Narayanganj-1400",Md. Taj Uddin Ahmmed,Officer (Commercial),Member,Narayanganj Sadar
3827,T-Shirt Printers Ltd.,Fatullah Police Station,Narayanganj,"Plot B-342/344/345/346, Road No 2, Block B, BSCIC Industrial Estate, Shashangaon, Fatullah, Narayanganj-1420",Md. Shahin Alam,Assistant General Manager (Production),Member,Fatullah
3828,Time Sweaters Ltd.,Fatullah Police Station,Narayanganj,"(2nd Floor), Post Office Road, Kather Pool, Kutubail, Fatullah, Narayanganj-1420",Alhaz S.M. Kamruzzaman,Managing Director,Member,Fatullah
3830,Trasco Apparels Ltd.,Narayanganj Sadar Police Station,Narayanganj,"Azhar Super Market (3rd Floor), Plot 47/8, Bangabandhu Road, Nayamati, Narayanganj-1400",Jacky Chandra Saha,Executive (HR),Member,Narayanganj Sadar
3831,Fabin Apparels Ltd.,Fatullah Police Station,Narayanganj,"(4th Floor), Police Line Road, Harihar Para, Ponchoboti, Enayetnagar, Fatullah, Narayanganj-1400",Belayet Hossain,Managing Director,Member,Fatullah
3834,Ibrahim Knit Garments (Pvt.) Ltd.,Siddhirgonj Police Station,Narayanganj,"(3rd Floor), Demra-Narayanganj Road, Ailpara, Pathantuli, Siddhirganj, Narayanganj-1400",Shomitra Das,"Assistant General Manager (Admin, HR & Compliance)",Member,Siddhirgonj
3836,Farida Garments (Pvt.) Ltd.,Fatullah Police Station,Narayanganj,"Plot A-79 (4th Floor), Road No 2, Block A, BSCIC Industrial Estate, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1420",Md. Akter Hossain,Chairman,Member,Fatullah
3839,Samsons Knit Wear Industries Ltd.,Fatullah Police Station,Narayanganj,"Samsons Complex, Plot 728-729, South Sastapur, Fatullah, Narayanganj-1420",T. Howlader,Director,Member,Fatullah
3840,Bay Creation Ltd.,Rupganj Police Station,Narayanganj,"Holding 141 (2nd Floor), Karnogop Road, Karnogop, Golakandail, Rupganj, Narayanganj-1460",Md. Nuruzzaman Babu,Coordinator (Management),Member,Rupganj
3844,Alpine Composite Ltd.,Siddhirgonj Police Station,Narayanganj,"Plot 168, BJMC Road, Godnail, Siddhirganj, Narayanganj-1400",Ashiqur Rahman,Chairman,Member,Siddhirgonj
3846,Comptex Bangladesh Ltd.,Rupganj Police Station,Narayanganj,"Dhaka-Sylhet Highway, Bhulta Bazar, Bhulta, Rupganj, Narayanganj-1462",Abdullah Al Masum,"Vice President (H.O.D, Compliance & Industrial Engineering)",Member,Rupganj
3849,Litun Fabrics Ltd.,Rupganj Police Station,Narayanganj,"(Ground Floor), Tajmahal Road, Barpa, Rupganj, Narayanganj-1460",Anup Kumar Kar,Director,Member,Rupganj
