fid,name,mv16,district,address,contact_name,contact_designation,membership,thana
3369,Sababa Apparels,Sreepur Police Station,Gazipur,,Md. Muzahidul Islam,,Member,Sreepur
3370,Nasrin Zaman Knit Wears Ltd.,Bashon Police Station,Gazipur,,Md. Aminuzzaman,,Member,Bashon
3371,TNZ Apparels Ltd.,Bashan Police Station,Gazipur,,Mafizuddin Chowdhury,,Member,Bashan
3372,Basic Clothing Ltd.,Bashon Police Station,Gazipur,,Md. Shahadat Hossain,,Member,Bashon
3379,Interloop BD Ltd.,Gacha Police Station,Gazipur,,M. Rahman Sohan,,Member,Gacha
3381,Style Creator Ltd.,Gacha Police Station,Gazipur,,Jobaer Mahmud,,Member,Gacha
3382,J.S. Design Ltd.,Gacha Police Station,Gazipur,,Md. Jahangir Alam,,Member,Gacha
3385,Executive Intimates Ltd.,Sreepur Police Station,Gazipur,,Mohammad Abdul Barek,,Member,Sreepur
3386,Sublime Greentex Ltd.,Sreepur Police Station,Gazipur,,Md. Sayedul Alam,,Member,Sreepur
3389,Northwest Knitwear Ltd.,Bashon Police Station,Gazipur,,Md. Mominul Islam,,Member,Bashon
3392,Amreen Sweater Ltd.,Gacha Police Station,Gazipur,,Sujon All Mamun,,Member,Gacha
3393,Decent Dresses Ltd.,Bashon Police Station,Gazipur,,Md. Dobirul Islam,,Member,Bashon
3394,Apparel Plus Eco Ltd.,Bashon Police Station,Gazipur,,Md. Najrul Islam (Nasir),,Member,Bashon
3395,Consist Apparels Ltd.,Gacha Police Station,Gazipur,,Md. Shahidul Islam,,Member,Gacha
3396,Trouser World (Pvt) Ltd.,Gacha Police Station,Gazipur,,Abul Kalam Azad,,Member,Gacha
3397,Dhaka Socks Manufacturing Company Ltd.,Gacha Police Station,Gazipur,,Md. Tajul Islam Taju,,Member,Gacha
3398,Mas Trade International Garments Ltd.,Bashon Police Station,Gazipur,,Md. Maynul Islam,,Member,Bashon
3399,Anowara Knit Composite Ltd.,Sreepur Police Station,Gazipur,,MD. Delwar Hossain Bhuiyan,,Member,Sreepur
3402,Dird Composite Textiles Ltd.,Sreepur Police Station,Gazipur,,Md. Towhiduzzaman,,Member,Sreepur
3403,R. S Knit Fashion Ltd.,Bashon Police Station,Gazipur,,Rayhan Ahmed Ridoy,,Member,Bashon
3405,Green Sweater Ltd.,Gacha Police Station,Gazipur,,Md. Rezaul korim,,Member,Gacha
3411,Manali Jeans Ltd.,Gacha Police Station,Gazipur,,Khadiza Sadek Munmun,,Member,Gacha
3412,Rafi Texmode Ltd.,Gacha Police Station,Gazipur,,Md. Shahidul Alam (Bakul),,Member,Gacha
3413,Liz Apparels Ltd.,Gacha Police Station,Gazipur,,Lieutenant Colonel Mosaddek Hossain,,Member,Gacha
3415,Western Fabrics (Pvt) Ltd.,Gacha Police Station,Gazipur,,Hasan Hafizur Rahman,,Member,Gacha
3417,V & R Fashions Ltd.,Bashon Police Station,Gazipur,,A.T.M. Rezaur Rahman,,Member,Bashon
3418,Sawftex Ltd.,Sreepur Police Station,Gazipur,,Engr. Muhammad Shah Jalal,,Member,Sreepur
3419,Eco Couture Ltd.,Bashon Police Station,Gazipur,,K M Rezaul Hasanat David,,Member,Bashon
3420,Fast Jacquard Industries Ltd.,Bashon Police Station,Gazipur,,Md. Khalid Billah,,Member,Bashon
3421,Floret (Pvt.) Ltd.,Gacha Police Station,Gazipur,,Md. Saidur rahman,,Member,Gacha
3422,Floret Fashion Wears (Pvt) Ltd.,Gacha Police Station,Gazipur,,Md. Saidur rahman,,Member,Gacha
3423,Cheng Yi Garments Industries Ltd.,Gacha Police Station,Gazipur,,Md. Rassel Uddin,,Member,Gacha
3424,Ecofab Ltd.,Bashon Police Station,Gazipur,,Md. Mamun Hossain,,Member,Bashon
3426,Ratool Apparels Ltd.,Sreepur Police Station,Gazipur,,MD Atiqur Rahman,,Member,Sreepur
3427,Rafi Knitwear Ltd.,Gacha Police Station,Gazipur,,Md. Shahidul Islam,,Member,Gacha
3431,Denim Asia Ltd.,Kaliakair Police Station,Gazipur,,Md. Motiur Rahman,,Member,Kaliakair
3434,Fashion Makers Ltd.,Sreepur Police Station,Gazipur,,Shakhawat H. Bhuiyan,,Member,Sreepur
3436,Golden Thread Ltd.,Sreepur Police Station,Gazipur,,Faysal Ahmed,,Member,Sreepur
3439,Basic Shirts Ltd.,Pubail Police Station,Gazipur,,"Nurul Islam, Chairman",,Member,Pubail
3445,Knit Studio Ltd.,Gacha Police Station,Gazipur,,Md. Abul Hasnat,,Member,Gacha
3451,Green Smart Shirts Ltd.,Sreepur Police Station,Gazipur,,Md. Fateh Ul Islam,,Member,Sreepur
3452,Mawna Fashions Ltd.,Sreepur Police Station,Gazipur,,Md. Jafar Iqbal,,Member,Sreepur
3453,Indigo Fashions Ltd.,Gacha Police Station,Gazipur,,Sunil Ray,,Member,Gacha
3454,Ornob Fashion Wear Ltd.,Gacha Police Station,Gazipur,,Md. Mosharrof,,Member,Gacha
3455,Sweatertech Ltd.,Gacha Police Station,Gazipur,,"Salek Hawlader, Abu Rasel Md. Sayem",,Member,Gacha
3456,Maaa Apparels Ltd.,Gacha Police Station,Gazipur,,Abu Rasel Md. Sayem,,Member,Gacha
3458,Jazz Sweaters Ltd.,Gacha Police Station,Gazipur,,MD. Mozammel Hoque,,Member,Gacha
3459,Kashfi Knit Wear Ltd.,Gacha Police Station,Gazipur,,Md. Sujan Mia,,Member,Gacha
3461,AMC Sweaters Ltd.,Gacha Police Station,Gazipur,,MD. Showkat Hossain,,Member,Gacha
3463,SQ Celsius Ltd.,Sreepur Police Station,Gazipur,,MD Jafour Hossain,,Member,Sreepur
3464,Prime Sweater Ltd.,Pubail Police Station,Gazipur,,Kazi Ahsanal Haque Poltu,,Member,Pubail
3467,Fyne Sweaters Ltd.,Gacha Police Station,Gazipur,,Shahid Hossain,,Member,Gacha
3468,Cosmic Sweaters Ltd.,Gacha Police Station,Gazipur,,Shahid Hossain,,Member,Gacha
3470,South Asia Sweater Ltd.,Gacha Police Station,Gazipur,,Buddha Dev Ghosh (Babu),,Member,Gacha
3472,Nassa Apparels Ltd.,Gacha Police Station,Gazipur,,Lt Col (Retd) Mosaddek Hossain,,Member,Gacha
3473,Astex Garments Ltd.,Gacha Police Station,Gazipur,,Rahat Hossain,,Member,Gacha
3474,Citadel Apparels Ltd.,Gacha Police Station,Gazipur,,Md. Masud Rana,,Member,Gacha
3475,Western Dresses Ltd.,Gacha Police Station,Gazipur,,Lt. Col (Rtd) Mosaddek Hossain,,Member,Gacha
3476,New Commence Fashion Ltd.,Gacha Police Station,Gazipur,,Md. Alomgir Kabir,,Member,Gacha
3477,Odyssey Dresses Ltd.,Gacha Police Station,Gazipur,,Md. Masud Rana,,Member,Gacha
3478,Onus Design Ltd.,Gacha Police Station,Gazipur,,Md. Masud Rana,,Member,Gacha
3481,Fashion Store Ltd. (Unit 1),Gacha Police Station,Gazipur,,Md. Shafiqul Islam,,Member,Gacha
3482,M.I.M. Dresses Ltd.,Pubail Police Station,Gazipur,,Md. Monzur Hossain,,Member,Pubail
3483,Ayasha & Galeya Fashions Ltd.,Gacha Police Station,Gazipur,,Md. Abdullah Al Mamun,,Member,Gacha
3484,M.T. Sweaters Ltd.,Gacha Police Station,Gazipur,,SM. Shaiful Ahasan,,Member,Gacha
3485,Oasis Fashion Ltd. (Unit 2),Gacha Police Station,Gazipur,,Md. Mahmudul Hasan,,Member,Gacha
3486,S. A. Printing,Gacha Police Station,Gazipur,,MD. Abdul Matin,,Member,Gacha
3490,Tokio Mode Ltd.,Gacha Police Station,Gazipur,,Md. Siddiqur Rahman Bhuiyan,,Member,Gacha
3491,Pushpa Knitwears Ltd.,Joydebpur Police Station,Gazipur,,Motiur Rahman,,Member,Joydebpur
3492,Space Sweater Ltd.,Bashon Police Station,Gazipur,,Syed Showkot Ahmed,,Member,Bashon
3500,Angora Fashions Ltd.,Gacha Police Station,Gazipur,,Md. Habibur Rahman,,Member,Gacha
3502,West-Line Fashion (Pvt.) Ltd.,Gacha Police Station,Gazipur,,Md. Rokanuzzaman,,Member,Gacha
3503,TRZ Garments Industry Ltd.,Gacha Police Station,Gazipur,,Kh. Nayeem-Ul-Haque,,Member,Gacha
3505,Tama Knitwear Ltd.,Gacha Police Station,Gazipur,,Basudeb Ray,,Member,Gacha
3508,Supertex Designs Ltd.,Bashon Police Station,Gazipur,,Toufiqul Majid Chowdhury,,Member,Bashon
3509,Stylish Garments Ltd.,Bashon Police Station,Gazipur,,Md. Ismail Jabiullah,,Member,Bashon
3510,Showan Knit Composite Ltd.,Gacha Police Station,Gazipur,,Hamidur Rahman,,Member,Gacha
3512,Samin Winter Mate Ltd.,Gacha Police Station,Gazipur,,Md. Alam Khan,,Member,Gacha
3513,Samad Sweaters Ltd.,Gacha Police Station,Gazipur,,Sk. Md. Mizanul Islam,,Member,Gacha
3514,Sadat Apparels Ltd.,Gacha Police Station,Gazipur,,Md. Masudul Hassan (Masud),,Member,Gacha
3518,Reedisha Knitex Ltd.,Sreepur Police Station,Gazipur,,Md. Jashim Uddin,,Member,Sreepur
3520,Pusan Bangladesh Ltd.,Gacha Police Station,Gazipur,,Sharif Hafizur Rahman,,Member,Gacha
3521,Pretty Sweaters Ltd.,Gacha Police Station,Gazipur,,MD. Arif Hasan Jony,,Member,Gacha
3523,Peak Apparels Ltd.,Gacha Police Station,Gazipur,,Mahmudul Hassan,,Member,Gacha
3524,Onus Garments Ltd.,Gacha Police Station,Gazipur,,Md. Masud Rana,,Member,Gacha
3526,Oasis Fashion Ltd.,Gacha Police Station,Gazipur,,Md. Raihan Sarker,,Member,Gacha
3528,Norp Knit Industries Ltd.,Gacha Police Station,Gazipur,,Md. Saiful Manir,,Member,Gacha
3529,Newest Fashions Ltd.,Bashan Police Station,Gazipur,,Md. Kamal Hossin,,Member,Bashan
3530,Nandan Apparels,Gacha Police Station,Gazipur,,S.M Fazlul Haque,,Member,Gacha
3532,Moonlight Garments Ltd.,Gacha Police Station,Gazipur,,Md. Anwar Hossain,,Member,Gacha
3535,Lucky Star Apparels Ltd.,Tongi West Police Station,Gazipur,,Md. Mominul Islam,,Member,Tongi West
3536,Laurels Fashion Ltd.,Gacha Police Station,Gazipur,,Shameem Estiaque,,Member,Gacha
3537,KS Fashions Ltd.,Tongi West Police Station,Gazipur,,Md.Golam Kibria (Shapon); Md. Kudrat,,Member,Tongi West
3541,Eva Sweater Ltd.,Gacha Police Station,Gazipur,,Abdullah Al Mamun,,Member,Gacha
3542,Esteem wears Ltd.,Sreepur Police Station,Gazipur,,Ahmadur Rahman Joardar,,Member,Sreepur
3543,Enrich Ltd.,Gacha Police Station,Gazipur,,Md. Delowar Hossain,,Member,Gacha
3544,Ehsan Garments Ltd.,Gacha Police Station,Gazipur,,Md. Abu Naser,,Member,Gacha
3545,Dip Knitwear Ltd.,Gacha Police Station,Gazipur,,Md. Robiul Ahsan (Liton),,Member,Gacha
3546,Dessin Wears Ltd.,Gacha Police Station,Gazipur,,Khaled Mahmud,,Member,Gacha
3548,Azim & Son (Pvt.) Ltd. Unit 2,Gacha Police Station,Gazipur,,Md. Azizur  Rahman Mallik,,Member,Gacha
3549,Arrival Fashion Ltd.,Gacha Police Station,Gazipur,,Md. Nahidul Islam,,Member,Gacha
3551,Alfi Garments Ltd.,Gacha Police Station,Gazipur,,Habib Ahmed,,Member,Gacha
3553,SM Sweater,Gacha Police Station,Gazipur,,Md. Samim,,Member,Gacha
3554,RBH Dream Fashion Wear,Gacha Police Station,Gazipur,,Md. Mustafa Kamal,,Member,Gacha
3555,Cute Dress,Gacha Police Station,Gazipur,,SM Zakaria Hosen,,Member,Gacha
3557,A.R.P Sweater,Gacha Police Station,Gazipur,,Md. A.R. Khan (Rubel),,Member,Gacha
3560,M-Nur Sweaters Ltd.,Gacha Police Station,Gazipur,,Md. Mozammel Hossain,,Member,Gacha
3561,Mega Yarn Dyeing Mills Ltd.,Kashimpur Police Station,Gazipur,,Muhammad Ataur Rahman,,Member,Kashimpur
3563,Joshuda Fashion,Gacha Police Station,Gazipur,,Md. Mona Islam,,Member,Gacha
3564,Chad Sweater,Gacha Police Station,Gazipur,,Md. Tofazzal Hossain (Rana),,Member,Gacha
3565,Elite Garments Industries Ltd.,Gacha Police Station,Gazipur,,Md. Shahiduzzaman (Executive Director),,Member,Gacha
3566,A.M. Munni Sweaters Ltd.,Gacha Police Station,Gazipur,,Md. Rofiqul Islam,,Member,Gacha
3567,Proshmoni Sweater Ltd.,Gacha Police Station,Gazipur,,Md. Akikure Rahman Khan,,Member,Gacha
3568,Proshmoni Sweater Ltd. Unit 2,Kashimpur Police Station,Gazipur,,Md. Akikure Rahman Khan,,Member,Kashimpur
3569,Anupom Fashion Wear Ltd.,Pubail Police Station,Gazipur,,Md. Jasim Uddin,,Member,Pubail
3570,Bismillah Sweater,Gacha Police Station,Gazipur,,Md. Nazrul Islam,,Member,Gacha
3571,Bogra Sweater Factory,Gacha Police Station,Gazipur,,Abdul Alim Sarkar,,Member,Gacha
3572,Bondhu Sweater Fashion,Gacha Police Station,Gazipur,,Md. Azizul Haque,,Member,Gacha
3573,Al-Madina Sweaters,Gacha Police Station,Gazipur,,Md. Shariful Islam,,Member,Gacha
3574,Besta Apparels,Gacha Police Station,Gazipur,,Md. Sohel Hossain,,Member,Gacha
3575,Polymer Knitwear Ind. Ltd.,Gacha Police Station,Gazipur,,Md. Faruk Hossain,,Member,Gacha
3576,Chadni Fashion,Gacha Police Station,Gazipur,,Md. Shafayat Ullah,,Member,Gacha
3577,Style Tex Asia,Pubail Police Station,Gazipur,,Sumon Salauddin,,Member,Pubail
3578,Agami Fashions Ltd.,Kaliakair Police Station,Gazipur,,Md. Sumon Sarkar,,Member,Kaliakair
3579,Agami washing Ltd.,Kaliakair Police Station,Gazipur,,Md. Sumon Sarkar,,Member,Kaliakair
3580,Maysha Fashion Sweater Factory,Kaliakoir Police Station,Gazipur,,Md. Rafikul Islam,,Member,Kaliakoir
3581,Banga Fashion Ltd.,Gacha Police Station,Gazipur,,S.M. Shaiful Ahasan,,Member,Gacha
3582,Green Bangla Sewing Centre,Gacha Police Station,Gazipur,,M.A Rashed,,Member,Gacha
3583,Laila Styles Ltd.,Gazipur Sadar Police Station,Gazipur,,MD. Shafiat Hossain,,Member,Gazipur Sadar
3584,Epyllion Style Ltd.,Gazipur Sadar Police Station,Gazipur,,Mohammad Shahidul Islam,,Member,Gazipur Sadar
3585,Farseeing Knit Composite Ltd.,Sreepur Police Station,Gazipur,,Mr. Arif Moinuddin,,Member,Sreepur
3586,Flamingo Fashions Ltd.,Kashimpur Police Station,Gazipur,,Abu Hashem Patwary,,Member,Kashimpur
3587,HBS Apparels Ltd.,Tongi West Police Station,Gazipur,,S.M. Sultan Hyder,,Member,Tongi West
3588,Indesore Sweater Ltd,Gacha Police Station,Gazipur,,Tareq Tariquzzaman,,Member,Gacha
3589,Jinnat Apparels Ltd,Kashimpur Police Station,Gazipur,,Abu Hashem Patwary,,Member,Kashimpur
3590,Jinnat Fashions Ltd.,Kashimpur Police Station,Gazipur,,Abu Hashem Patwary,,Member,Kashimpur
3591,Jinnat Knitwears Ltd.,Kashimpur Police Station,Gazipur,,Abu Hashem Patwary,,Member,Kashimpur
3592,K.A. Design Wear Ltd.,Tongi West Police Station,Gazipur,,Md. Akter Hossain,,Member,Tongi West
3593,Karooni Fashions Ltd.,Kaliakair Police Station,Gazipur,,Md. Abraruzzaman Dimond,,Member,Kaliakair
3594,Concordia Pacific Garments Ltd.,Pubail Police Station,Gazipur,,Shagorica Mondol,,Member,Pubail
3595,KS Apparels Ltd.,Gazipur Sadar Police Station,Gazipur,,Md. Shofiul Alom,,Member,Gazipur Sadar
3596,Reaz Export Apparels Ltd.,Gacha Police Station,Gazipur,,Md. Shahajahan,,Member,Gacha
3597,Bando Fashions Ltd.,Gacha Police Station,Gazipur,,Md. Faisal Mahmud,,Member,Gacha
3598,Abss High-Tech Sweater Ltd.,Gacha Police Station,Gazipur,,Cdr ATM Ashraf (Retd) BN,,Member,Gacha
3599,Minimax Ltd.,Gacha Police Station,Gazipur,,Md. Ashrafur Rahman,,Member,Gacha
3601,Unique Designers Ltd.,Gacha Police Station,Gazipur,,Md. Shahidul Islam (Sajal),,Member,Gacha
3602,Rabab Fashion Ind. Ltd.,Gacha Police Station,Gazipur,,Rhagib Ahmed,,Member,Gacha
3603,Tradefare Gloves Ltd.,Gacha Police Station,Gazipur,,Johurlal Mozumder,,Member,Gacha
3604,Newstar Fashions Ltd.,Gacha Police Station,Gazipur,,Mr. Komal,,Member,Gacha
3606,Uni Gears Ltd.,Gacha Police Station,Gazipur,,Md. Ashraful Haque Khan,,Member,Gacha
3607,Panorama Apparels Ltd.,Bashan Police Station,Gazipur,,Syed Elias Jabed Liton,,Member,Bashan
3609,TEX-BG Ltd.,Gacha Police Station,Gazipur,,Md. Alamgir Hossen,,Member,Gacha
3610,Karooni Knit Composite Ltd.,Kaliakair Police Station,Gazipur,,Md. Abraruzzaman Diamond,,Member,Kaliakair
3611,Peacock Garments & Print,Sreepur Police Station,Gazipur,,Md. Delwar Hossain,,Member,Sreepur
3612,Leaf Grade Casualwear Ltd.,Sreepur Police Station,Gazipur,,Md. Aktaruzzaman,,Member,Sreepur
3614,Hop Lun Apparel Ltd. Unit 2,Bashon Police Station,Gazipur,,Khan Moyenul Haque,,Member,Bashon
3615,Powertex Fashions Ltd.,Gacha Police Station,Gazipur,,Eashin Reza,,Member,Gacha
3616,DK Global Fashion Wear Ltd.,Kaliakair Police Station,Gazipur,,Mahmud Hossain,,Member,Kaliakair
3625,Apex Weaving & Finishing Mills Ltd.,Kaliakair Police Station,Gazipur,"Plot A-94 (1st Floor), Sinaboh Road, East Chandra, Shafipur, Kaliakair, Gazipur-1751",T.M Badroddoza,Assistant General Manager (Admin & Maintenance),Member,Kaliakair
3626,Mars Stitch Ltd.,Tongi West Police Station,Gazipur,"Shahadat Plaza, Plot 1/E, Nayem Uddin Mollah Road, Auchpara, Tongi, Gazipur-1712",Afsarul Wadud Khan Chowdhury,Executive Director,Member,Tongi West
3627,Ragadi Textile Ltd.,Joydebpur Police Station,Gazipur,"(Ground Floor), Bhawal Mirzapur Road, Kainjanul, Gazipur Sadar, Gazipur-1703",Md. Abdul Latif,Manager (Admin & HR),Member,Joydebpur
3628,Panwin Designs Ltd.,Joydebpur Police Station,Gazipur,"Plot C.S-576, High School Road, Baniar Chala, Gazipur Sadar, Gazipur-1740",Md. Anwar Salim,Director,Member,Joydebpur
3629,ABA Fashions Ltd.,Gacha Police Station,Gazipur,"Plot 521/1, Gacha Road, Board Bazar, National University, Gazipur-1704",Aftab Uddin Ahmed,"General Manager (Admin, HR & Compliance)",Member,Gacha
3630,Sheikh Knittex Sweater,Konabari Police Station,Gazipur,"Plot 437/I (1st Floor), Horinachala Road, Horinachala, Konabari, Gazipur Sadar, Gazipur-1346",Abdul Salam (Hiron Miah),Proprietor,Member,Konabari
3631,Daeyu Fashions Ltd.,Kaliakair Police Station,Gazipur,"Plot 731, Mouchak-Fulbaria Road, Vannara, Mouchak, Kaliakair, Gazipur-1751",Mir Mahmud Morshed,Deputy General Manager,Member,Kaliakair
3632,Cortz Apparels Ltd. (Unit-2),Bashan Police Station,Gazipur,"Plot 52, Joydebpur-Tangail Highway, Nawjor, Bashan, Gazipur Sadar, Gazipur-1702",Tahmid Zaman Khan,Director (Marketing),Member,Bashan
3633,P.N. Composite Ltd.,Konabari Police Station,Gazipur,"(3rd Floor), Ambag Road, Ambag, Nilnagar, Konabari, Gazipur-1346",Ranjan Bhattacharjee,General Manager (Operation),Member,Konabari
3635,Penny Design Knitwear,Konabari Police Station,Gazipur,"Plot 241 (1st Floor), Jail Khana Road, Parijat, Konabari, Gazipur Sadar, Gazipur-1346",Md. Sohel Rana,Managing Director,Member,Konabari
3636,Executive Hi-Fashions Ltd.,Joydebpur Police Station,Gazipur,"(Ground Floor), Shirir Chala, Bhabanipur, Gazipur Sadar, Gazipur-1703",Md. Mowazzem Hossain,"Assistant General Manager (Admin, HR & Compliance)",Member,Joydebpur
3637,Infinity Outfit Ltd.,Gacha Police Station,Gazipur,"Plot 1823 (1st Floor), Polagach Road, North Khailkur, Gacha, Gazipur Sadar, Gazipur-1704",Md. Shahidul Alam,"Manager (Admin, HR & Compliance)",Member,Gacha
3639,Jeans & Polo Ltd.,Tongi West Police Station,Gazipur,"Plot B-91 (6th Floor), Block B, BSCIC Industrial Estate, Tongi, Gazipur Sadar, Gazipur-1710",Sameer Lal Bhowmic,General Manager,Member,Tongi West
3641,Tusuka Apparels Ltd.,Tongi East Police Station,Gazipur,"Plot B-91(6th Floor), Block B, BSCIC Industrial Estate, Tongi West, Gazipur Sadar, Gazipur-1710",Md.Tareque Hassan,Director,Member,Tongi East
3643,Habitus Fashion Ltd.,Sreepur Police Station,Gazipur,"Gajariapara, Bhawal Mirzapur, Gazipur Sadar, Gazipur-1701",Azad Khan,Assistant General Manager,Member,Sreepur
3644,Islam Garments Ltd. (Weaving Unit),Konabari Police Station,Gazipur,"Plot 119/5, Block F, Jarun Road, Jarun, Konabari, Gazipur Sadar, Gazipur-1700",Saif Ahmed Rumi,Chief Executive Officer,Member,Konabari
3646,S&P Bangla Ltd.,Tongi West Police Station,Gazipur,"Sataish Road, Darail, Gazipura, Tongi, Gazipur-1711",Kwak Bo Keun,Managing Director,Member,Tongi West
3648,J.M. Fabrics Ltd.,Joydebpur Police Station,Gazipur,"(4th Floor), Banglabazar Road, South Nayapara, 6 No Dogri, Bhawal Mirzapur, Gazipur Sadar, Gazipur-1703",Md. Sahid Morsalin,"Assistant General Manager (Admin, HR & Compliance)",Member,Joydebpur
3649,Transworld Sweater Ltd.,Joydebpur Police Station,Gazipur,"Plot 317 (5th Floor), Banglabazar Road, Rajendrapur, Mirzapur, Gazipur Sadar, Gazipur-1703",Md. Abdul Kuddus,Manager (Admin),Member,Joydebpur
3650,Fashion Flow Apparels Ltd.,Kaliakair Police Station,Gazipur,"Plot 559-560, Mouchak-Fulbaria Road, Vannara, Mouchak, Kaliakair, Gazipur-1751",D A N M Mustafizur Rahman,Director,Member,Kaliakair
3651,Colors & Stitches Ltd.,Joydebpur Police Station,Gazipur,"(2nd Floor), Taltola Road, West Dogri, Bhawal Mirzapur, Gazipur Sadar, Gazipur-1703.",Md. Mamunur Rashid,Head (Admin & HR),Member,Joydebpur
3652,Nafa Apparels Ltd. (Unit-1),Kaliakair Police Station,Gazipur,"Jalshuka Road, Hizalhati, Baroipara, Atabaha, Kaliakair, Gazipur-1750",Lt. Col. Abdun Nayeem (Retd.),Director (Admin & Surveillance),Member,Kaliakair
3653,Mashallah Knit Fashion,Konabari Police Station,Gazipur,"Plot 6/7 (2nd Floor), Block B, BSCIC Industrial Estate, Konabari, Gazipur Sadar, Gazipur-1346",Md. R. Nurul Islam,Managing Director,Member,Konabari
3655,Shamoli Garments Ltd.,Joydebpur Police Station,Gazipur,"Plot 460, Block C, Dhaka-Mymensingh Highway, South Salna, Gazipur Sadar, Gazipur-1703",Md. Anwar Selim,Director,Member,Joydebpur
3656,LZ Textiles Ltd.,Konabari Police Station,Gazipur,"(Ground Floor), Hazi Abul Hasan Road, Dewalia Bari, Konabari, Gazipur Sadar, Gazipur-1346",Md. Mustafizur Rahman (Mannu),Executive Director,Member,Konabari
3658,Flaxen Dress Maker Ltd.,Pubail Police Station,Gazipur,"(Ground Floor), Vogra By-Pass Bissho Road, Meghdubi, 40 No Ward, Gazipur City Corporation, Gazipur-1710",Zahid Kamal,Managing Director,Member,Pubail
3659,ACE Apparel Ltd.,Tongi West Police Station,Gazipur,"(5th Floor), Sataish School Road, Sataish, Tongi, Gazipur-1712",Arman Uz-Zoha,Executive Director,Member,Tongi West
3661,D&S Pretty Fashions Ltd.,Joydebpur Police Station,Gazipur,"Pretty Square, Dhaka -Mymensingh Highway, South Salna, Gazipur Sadar, Gazipur-1706",A.H.M. Abdullahil Khalid,Assistant Manager (Compliance),Member,Joydebpur
3662,Gumti Textiles Ltd.,Kaliakair Police Station,Gazipur,"Plot 1163, Dhaka-Tangail Highway, Shafipur, Kaliakair, Gazipur-1750",Nazim Uddin Mondal (Rana),Chief Executive Officer,Member,Kaliakair
3665,Valmont Sweaters Ltd.,Gacha Police Station,Gazipur,"Eiad Ali Complex (Ground Floor), Plot 505, Bot Tola Road, North Khailkur, Gazipur Sadar, Gazipur-1704",Md. Manun-Ar-Rashid,"Assistant General Manager (Admin, HR & Compliance)",Member,Gacha
3666,Bonian Knit Fashion Ltd.,Kashimpur Police Station,Gazipur,"Plot 267 (Ground Floor), Block C, Latifpur Road, Latifpur, Gazipur Sadar, Gazipur-1346",Sayed Modesher Ali (Tutul),Manager (Admin & Compliance),Member,Kashimpur
3668,Zaman Fashionwears Ltd.,Sreepur Police Station,Gazipur,"Tepirbari Road, Tepirbari, Sreepur, Gazipur-1740",Md. Moklesur Rahman,General Manager (Corporate),Member,Sreepur
3669,Haseen Knit Composite Ltd.,Sreepur Police Station,Gazipur,"(1st Floor), Dhaka-Mymensingh Highway, Mulaid, Mawna, Sreepur, Gazipur -1740",Afak Ahamed,"Deputy General Manager (Admin, HR & Compliance)",Member,Sreepur
3670,Grand Sweaters Ltd.,Konabari Police Station,Gazipur,"Shamrat Bhaban (1st Floor), Plot 1097/1, Dhaka-Tangail Highway, Horinachala, Konabari, Gazipur Sadar, Gazipur-1346",Md. Sajjadul Alam,Managing Director,Member,Konabari
3671,Habitus Fashion Ltd.,Joydebpur Police Station,Gazipur,"(Ground Floor), Banglabazar Road, Gajaria Para, Gazipur Sadar, Gazipur-1703",Moynul Hossain,Deputy General Manager,Member,Joydebpur
3672,Hasan Style & Design Ltd.,Gacha Police Station,Gazipur,"Boro Bari, Madrasha Road, Gacha, Gazipur Sadar, Gazipur-1704",Abdul Malek,Managing Director,Member,Gacha
3673,Tanrin Apparels Ltd.,Konabari Police Station,Gazipur,"Plot 121, Bir Muktijodhha Mohammad Nurul Haque Road, Beraider Chala, Sreepur, Gazipur-1740",Md. Tanvir Wahab,Managing Director,Member,Konabari
3674,ATS Auto Sweater Ltd.,Sreepur Police Station,Gazipur,"(Ground Floor), College Road, Dombari Chala, Sreepur, Gazipu-1740",Md. Abu Sama,"Manager (Admin, HR & Compliance)",Member,Sreepur
3675,Emon Fashion Ltd.,Joydebpur Police Station,Gazipur,"Plot 42, Salna-Joydebpur Road, Mariali, Gazipur Sadar, Gazipur-1700",Md. Abdul Halim,General Manager,Member,Joydebpur
3676,Tanrin Apparels Ltd.,Konabari Police Station,Gazipur,"Plot 474 (2nd Floor), Dewalia Bari Road, Dewalia Bari, Konabari, Gazipur Sadar, Gazipur-1346",Md. Tanvir Wahab,Managing Director,Member,Konabari
3677,4 Stitch Knit Composite Ltd.,Kashimpur Police Station,Gazipur,"(1st Floor), West Shoildubi, Kashimpur, Gazipur Sadar, Gazipur-1346",Kazi Al Mahedi,Managing Director,Member,Kashimpur
3683,Kaveri Sweaters Ltd.,Joydebpur Police Station,Gazipur,"Pretty Square, Dhaka-Mymensingh Highway, South Salna, Gazipur Sadar, Gazipur-1703",A.H.M. Abdullahil Khalid,Assistant Manager (Compliance),Member,Joydebpur
3684,Ananta Casual Wear Ltd.,Joydebpur Police Station,Gazipur,"16, Jabi Road, Kunia, Targach, Gazipur Sadar, Gazipur-1704",Sayed Ishtiaq Alam,Director,Member,Joydebpur
3685,Gooryong Fashions Ltd.,Tongi West Police Station,Gazipur,"Plot 27/28, Block B, Masimpur, Tongi, Gazipur-1710",Md. Moniruzzaman Raihan,General Manager,Member,Tongi West
